Year,Attribute,Value
2012,Intermediate inputs: Fertilizer and lime,0.863421602
2012,Intermediate inputs: Pesticides,0.86692425
2012,Intermediate inputs: Purchased services,1.013835807
2012,Intermediate inputs: Other intermediate,1.064069369
2012,Total factor productivity (TFP),1.022867142
2013,Total agricultural output,1.028830129
2013,Livestock and products output: Total 1/,0.965010423
2013,Livestock and products output: Meat animals,0.983705564
2013,Livestock and products output: Dairy,0.962759615
2013,Livestock and products output: Poultry and eggs,0.958881191
2013,Crops output: Total,1.00300065
2013,Crops output: Food grains,1.02594739
2013,Crops output: Feed crops,0.997329008
2013,Crops output: Oil crops,0.859285532
2013,Crops output: Vegetables and melons,0.98546822
2013,Crops output: Fruits and nuts,1.054192374
2013,Crops output: Other crops 2/,1.20515274
2013,Farm-related output 3/,1.664491118
2013,Farm inputs: Total ,0.945926925
2013,Capital inputs: Total,0.974883689
2013,Capital inputs: Durable equipment,0.886591235
2013,Capital inputs: Service buildings,1.007867197
2013,Capital inputs: Land,1.003234097
2013,Capital inputs: Inventories,0.938742509
2013,Labor inputs: Total,0.940141324
2013,Labor inputs: Hired labor,0.960631769
2013,Labor inputs: Self-employed and unpaid family,0.928029981
2013,Intermediate inputs: Total,0.932169559
2013,Intermediate inputs: Feed and seed,0.913833964
2013,Intermediate inputs: Energy,0.857737559
2013,Intermediate inputs: Fertilizer and lime,1.00121525
2013,Intermediate inputs: Pesticides,0.895073468
2013,Intermediate inputs: Purchased services,0.959599124
2013,Intermediate inputs: Other intermediate,0.996966924
2013,Total factor productivity (TFP),1.087642293
2014,Total agricultural output,1.006347304
2014,Livestock and products output: Total 1/,0.975345381
2014,Livestock and products output: Meat animals,0.965410803
2014,Livestock and products output: Dairy,0.986014423
2014,Livestock and products output: Poultry and eggs,0.972310849
2014,Crops output: Total,1.016231623
2014,Crops output: Food grains,1.012854996
2014,Crops output: Feed crops,1.028658158
2014,Crops output: Oil crops,0.978709117
2014,Crops output: Vegetables and melons,0.989618301
2014,Crops output: Fruits and nuts,1.028735102
2014,Crops output: Other crops 2/,1.041128836
2014,Farm-related output 3/,1.123897647
2014,Farm inputs: Total ,0.995800231
2014,Capital inputs: Total,0.986258512
2014,Capital inputs: Durable equipment,0.940467069
2014,Capital inputs: Service buildings,1.002008604
2014,Capital inputs: Land,1.001939289
2014,Capital inputs: Inventories,1.004754888
2014,Labor inputs: Total,0.902975618
2014,Labor inputs: Hired labor,0.965281916
2014,Labor inputs: Self-employed and unpaid family,0.866037193
2014,Intermediate inputs: Total,1.029438369
2014,Intermediate inputs: Feed and seed,1.019295279
2014,Intermediate inputs: Energy,0.878611954
2014,Intermediate inputs: Fertilizer and lime,0.998695854
2014,Intermediate inputs: Pesticides,1.150944624
2014,Intermediate inputs: Purchased services,1.077384472
2014,Intermediate inputs: Other intermediate,1.120109314
2014,Total factor productivity (TFP),1.010591555
2015,Total agricultural output,1
2015,Livestock and products output: Total 1/,1
2015,Livestock and products output: Meat animals,1
2015,Livestock and products output: Dairy,1
2015,Livestock and products output: Poultry and eggs,1
2015,Crops output: Total,1
2015,Crops output: Food grains,1
2015,Crops output: Feed crops,1
2015,Crops output: Oil crops,1
2015,Crops output: Vegetables and melons,1
2015,Crops output: Fruits and nuts,1
2015,Crops output: Other crops 2/,1
2015,Farm-related output 3/,1
2015,Farm inputs: Total ,1
2015,Capital inputs: Total,1
2015,Capital inputs: Durable equipment,1
2015,Capital inputs: Service buildings,1
2015,Capital inputs: Land,1
2015,Capital inputs: Inventories,1
2015,Labor inputs: Total,1
2015,Labor inputs: Hired labor,1
2015,Labor inputs: Self-employed and unpaid family,1
2015,Intermediate inputs: Total,1
2015,Intermediate inputs: Feed and seed,1
2015,Intermediate inputs: Energy,1
2015,Intermediate inputs: Fertilizer and lime,1
2015,Intermediate inputs: Pesticides,1
2015,Intermediate inputs: Purchased services,1
2015,Intermediate inputs: Other intermediate,1
2015,Total factor productivity (TFP),1
2016,Total agricultural output,1.030057937
2016,Livestock and products output: Total 1/,1.056603493
2016,Livestock and products output: Meat animals,1.052078567
2016,Livestock and products output: Dairy,1.014423077
2016,Livestock and products output: Poultry and eggs,1.019666218
2016,Crops output: Total,1.049155779
2016,Crops output: Food grains,1.128114693
2016,Crops output: Feed crops,1.065863039
2016,Crops output: Oil crops,1.082993357
2016,Crops output: Vegetables and melons,0.952496884
2016,Crops output: Fruits and nuts,0.989842504
2016,Crops output: Other crops 2/,1.05659276
2016,Farm-related output 3/,0.739963958
2016,Farm inputs: Total ,0.990746361
2016,Capital inputs: Total,1.005510274
2016,Capital inputs: Durable equipment,0.999181619
2016,Capital inputs: Service buildings,0.990991438
2016,Capital inputs: Land,1.010290447
2016,Capital inputs: Inventories,1.016977557
2016,Labor inputs: Total,1.013159945
2016,Labor inputs: Hired labor,1.051174784
2016,Labor inputs: Self-employed and unpaid family,0.99050797
2016,Intermediate inputs: Total,0.978173903
2016,Intermediate inputs: Feed and seed,1.005180674
2016,Intermediate inputs: Energy,1.073447947
2016,Intermediate inputs: Fertilizer and lime,0.772757599
2016,Intermediate inputs: Pesticides,1.04109589
2016,Intermediate inputs: Purchased services,0.990799889
2016,Intermediate inputs: Other intermediate,0.916261449
2016,Total factor productivity (TFP),1.039678749
2017,Total agricultural output,1.023857598
2017,Livestock and products output: Total 1/,1.055334108
2017,Livestock and products output: Meat animals,1.09664488
2017,Livestock and products output: Dairy,1.028846154
2017,Livestock and products output: Poultry and eggs,1.04436486
2017,Crops output: Total,1.020213945
2017,Crops output: Food grains,0.860429687
2017,Crops output: Feed crops,1.020403856
2017,Crops output: Oil crops,1.125213143
2017,Crops output: Vegetables and melons,0.924560082
2017,Crops output: Fruits and nuts,0.931140553
2017,Crops output: Other crops 2/,1.091991364
2017,Farm-related output 3/,0.878958814
2017,Farm inputs: Total ,0.980307679
2017,Capital inputs: Total,0.986758076
2017,Capital inputs: Durable equipment,0.979480494
2017,Capital inputs: Service buildings,0.978831079
2017,Capital inputs: Land,0.990253956
2017,Capital inputs: Inventories,1.001931182
2017,Labor inputs: Total,0.962226264
2017,Labor inputs: Hired labor,1.016105485
2017,Labor inputs: Self-employed and unpaid family,0.929956261
2017,Intermediate inputs: Total,0.983740759
2017,Intermediate inputs: Feed and seed,1.052362168
2017,Intermediate inputs: Energy,0.953895652
2017,Intermediate inputs: Fertilizer and lime,0.704400376
2017,Intermediate inputs: Pesticides,1.074262925
2017,Intermediate inputs: Purchased services,0.995362135
2017,Intermediate inputs: Other intermediate,0.917449858
2017,Total factor productivity (TFP),1.044424746
2018,Total agricultural output,1.006603574
2018,Livestock and products output: Total 1/,1.053179831
2018,Livestock and products output: Meat animals,1.079275671
2018,Livestock and products output: Dairy,1.048076923
2018,Livestock and products output: Poultry and eggs,1.0691433
2018,Crops output: Total,1.004979219
2018,Crops output: Food grains,0.961247768
2018,Crops output: Feed crops,0.997175251
2018,Crops output: Oil crops,1.123626293
2018,Crops output: Vegetables and melons,0.847895561
2018,Crops output: Fruits and nuts,0.942014853
2018,Crops output: Other crops 2/,1.051652024
2018,Farm-related output 3/,0.771469911
2018,Farm inputs: Total ,0.956455911
2018,Capital inputs: Total,0.985148049
2018,Capital inputs: Durable equipment,0.978412861
2018,Capital inputs: Service buildings,0.976177918
2018,Capital inputs: Land,0.989037931
2018,Capital inputs: Inventories,0.990862149
2018,Labor inputs: Total,0.949506908
2018,Labor inputs: Hired labor,1.031204751
2018,Labor inputs: Self-employed and unpaid family,0.900357983
2018,Intermediate inputs: Total,0.948811464
2018,Intermediate inputs: Feed and seed,0.979248262
2018,Intermediate inputs: Energy,0.918757975
2018,Intermediate inputs: Fertilizer and lime,0.721831993
2018,Intermediate inputs: Pesticides,1.040349143
2018,Intermediate inputs: Purchased services,0.99630035
2018,Intermediate inputs: Other intermediate,0.886236817
2018,Total factor productivity (TFP),1.05243071
2019,Total agricultural output,0.997719136
2019,Livestock and products output: Total 1/,1.051103645
2019,Livestock and products output: Meat animals,1.083060461
2019,Livestock and products output: Dairy,1.041134615
2019,Livestock and products output: Poultry and eggs,1.091173993
2019,Crops output: Total,0.967996651
2019,Crops output: Food grains,0.935164947
2019,Crops output: Feed crops,0.982866162
2019,Crops output: Oil crops,0.922706859
2019,Crops output: Vegetables and melons,0.803997177
2019,Crops output: Fruits and nuts,0.94477826
2019,Crops output: Other crops 2/,1.121261954
2019,Farm-related output 3/,0.935517973
2019,Farm inputs: Total ,0.988609839
2019,Capital inputs: Total,0.974482643
2019,Capital inputs: Durable equipment,0.961025841
2019,Capital inputs: Service buildings,0.956080452
2019,Capital inputs: Land,0.986937198
2019,Capital inputs: Inventories,0.960285172
2019,Labor inputs: Total,1.052144364
2019,Labor inputs: Hired labor,1.139750804
2019,Labor inputs: Self-employed and unpaid family,0.999480823
2019,Intermediate inputs: Total,0.975335001
2019,Intermediate inputs: Feed and seed,1.06091675
2019,Intermediate inputs: Energy,0.907093019
2019,Intermediate inputs: Fertilizer and lime,0.676225895
2019,Intermediate inputs: Pesticides,1.044258993
2019,Intermediate inputs: Purchased services,0.991751314
2019,Intermediate inputs: Other intermediate,0.884913558
2019,Total factor productivity (TFP),1.009214249
